Engine_Size,Mileage,Doors,Owner_Count,Price
3.1,130573,4,1,6088
2.7,41569,3,5,9568
2.9,265669,3,3,6286
2.5,294846,4,5,4303
2.8,226670,4,5,7766
3.2,222626,2,5,8547
1.2,240570,2,2,7188
3.3,236487,5,5,11170
3.2,273224,2,1,3635
1.7,62117,5,1,6657
4.4,34906,3,1,12101
2.8,62045,4,3,7259
3.4,114107,4,3,5817
2.0,32557,3,3,8248
1.4,163136,4,1,4737
1.6,88716,3,1,9325
1.7,145588,2,5,7688
2.9,152302,5,2,13353
1.2,133585,3,1,6328
2.0,33019,2,4,11739
4.7,146386,3,2,12072
4.1,78267,4,5,9234
4.7,136360,4,1,12072
4.9,256466,4,5,5670
3.7,35971,3,4,11880
3.4,94189,5,2,9216
3.3,259656,2,3,6506
3.5,9650,2,4,9307
3.3,89757,3,4,5904
3.3,236792,5,2,6364
2.9,15565,3,2,9188
2.9,84788,5,3,9504
4.5,178797,4,4,13524
1.6,134284,2,5,10214
4.9,7865,5,2,16142
1.7,11098,4,2,10078
4.6,134491,3,5,8410
1.6,59083,2,1,8418
2.0,183085,3,5,6038
4.3,298576,2,3,8828
4.6,252801,5,3,11343
4.8,89746,3,4,14905
4.6,264351,3,1,7012
4.7,54878,4,5,16202
3.3,295893,3,2,9182
3.4,5097,2,3,10198
4.9,54355,5,1,9412
2.5,171850,3,2,7363
3.7,159318,3,1,10313
4.3,274031,3,5,12419
2.6,216068,4,5,6878
2.3,190775,3,5,10984
4.0,259337,5,3,11313
4.5,201176,5,1,12276
3.6,10305,3,1,10593
2.2,78043,3,5,8339
1.9,93969,4,5,11020
1.6,28352,2,4,9032
4.8,47216,5,5,14555
4.3,289750,5,3,7505
4.2,166953,5,5,8860
1.9,75263,3,1,9094
2.7,145980,4,1,10480
1.6,114740,3,3,13805
1.8,19111,4,3,11017
1.9,197398,5,1,8352
3.5,27879,2,4,14442
2.7,184680,3,3,7706
3.8,8371,3,2,14532
1.6,19827,5,2,12103
4.6,102282,4,3,7954
3.0,146248,4,2,6975
3.4,233745,5,5,5425
3.0,297131,3,3,5957
4.3,17773,5,2,10144
2.5,135477,5,2,7890
2.4,57160,2,2,8656
3.0,271528,5,1,10569
3.2,253704,3,5,4025
3.8,274808,3,1,5503
2.4,124229,2,5,8215
4.0,30300,2,3,14094
4.6,251532,4,4,9869
3.8,176080,5,3,8678
3.7,288455,2,4,8630
4.1,3945,2,4,15221
4.3,68858,3,1,11222
4.4,152998,4,2,10840
4.7,241382,2,1,9972
4.9,150552,2,5,11888
1.9,6120,4,5,11577
3.5,28412,2,1,11231
1.5,64600,4,1,9308
2.4,52610,5,1,7547
3.9,108980,3,5,10620
3.7,94279,5,1,13414
3.9,295409,5,2,3891
3.7,255854,5,1,2682
2.2,210515,4,4,10989
2.8,39322,3,3,12613
4.0,227708,2,2,12645
4.9,122265,3,5,10554
3.4,203904,3,1,11321
3.2,95298,4,4,13994
1.3,152889,2,3,10642
4.1,174581,2,2,11108
4.0,112245,4,3,10955
3.1,244576,2,1,10008
4.3,190432,5,2,5191
3.3,229540,3,5,6409
3.5,10313,5,1,11593
1.5,108975,4,5,5520
1.7,96682,3,2,4166
1.3,259845,4,1,2703
2.6,12782,4,5,14344
4.4,100916,5,1,10981
1.3,224450,4,5,7211
1.6,216535,5,2,7369
1.3,296477,5,1,3470
3.4,10514,4,4,13189
4.1,48779,4,3,10324
1.5,21348,2,3,11773
1.7,216695,4,5,3566
4.4,32248,4,5,13455
2.2,273418,2,1,2631
2.8,237066,4,4,8758
2.1,45443,3,5,12091
1.3,207159,4,3,6356
4.1,278533,2,3,8329
4.3,151405,3,1,5671
1.2,143247,2,2,6335
3.2,74664,4,4,7006
4.8,23300,4,1,12634
1.5,11197,3,1,9576
3.1,31392,3,4,11872
2.1,57798,2,2,12544
3.3,261564,3,5,5368
4.6,110524,3,2,7089
2.4,127719,3,2,7545
4.3,2209,5,1,13155
1.7,245079,3,5,5098
2.7,245324,5,3,5193
4.3,230697,5,3,12386
4.1,85911,3,5,15081
4.6,156267,2,2,9174
1.9,169511,4,4,8109
3.5,294864,4,5,8102
1.5,235838,3,3,2383
1.4,10487,4,1,10090
3.7,247840,2,4,7343
2.7,102946,5,4,12441
4.6,284758,3,3,8804
2.3,81667,5,2,5666
1.2,145314,5,5,10693
1.4,259110,4,3,2417
2.9,146906,4,2,6361
4.1,251465,5,3,9270
4.6,283980,2,4,5520
1.2,151441,4,5,10271
4.6,136120,2,1,10177
2.2,73374,2,4,11332
2.5,29154,4,3,9416
1.0,76240,5,1,6375
2.5,165125,5,3,10197
3.4,277857,2,4,4042
4.8,111883,4,2,9362
3.7,233396,4,3,5032
4.5,160884,2,2,15482
4.5,223211,3,5,10635
4.7,18312,2,5,13133
4.8,25252,5,1,12394
1.9,177593,5,3,10748
2.3,34506,5,5,9509
2.7,277522,3,5,5249
4.3,19910,4,1,14301
4.6,194421,5,2,7911
4.3,140087,4,4,10898
4.9,185547,3,2,12689
4.0,116934,2,2,6061
1.3,93529,2,5,6229
2.5,239057,3,1,8418
4.0,273881,4,1,8122
4.8,47000,2,4,12460
3.0,163626,5,3,11427
1.7,95607,4,1,10487
1.1,97308,3,5,8353
2.6,147570,3,1,8348
2.5,170703,5,4,11685
3.3,20257,5,4,13194
5.0,76117,2,1,13577
1.7,58300,3,4,11534
3.4,30947,4,3,11981
3.8,20733,5,1,11385
4.3,159168,2,5,10416
3.3,14806,3,4,15403
4.6,57674,5,4,10946
4.3,235657,5,3,5986
2.8,256054,2,2,4778
4.8,250739,5,3,9885
1.9,192250,2,4,3655
1.4,57267,2,5,4354
3.8,49554,5,5,15508
5.0,292452,3,4,10350
4.0,17685,2,5,13146
3.5,112872,2,1,5942
4.7,74979,5,2,7900
3.8,260780,4,5,6784
3.0,204064,4,3,8418
1.1,168932,4,4,2721
3.9,43388,5,3,13232
3.0,93821,2,3,10923
2.6,269345,2,5,8113
3.0,245000,5,5,6100
2.1,176425,2,3,7271
3.8,94430,3,5,10511
1.0,271967,2,3,3260
3.6,51803,3,4,14263
4.8,223384,4,4,10732
3.6,294410,2,4,3011
1.2,55144,2,4,4197
1.2,123384,3,5,6832
1.0,292875,3,3,2542
3.9,89148,2,1,12217
2.8,133781,2,1,5424
2.0,60840,2,2,8483
3.8,175532,3,5,8189
2.6,30790,3,2,11484
3.2,281791,5,1,4764
2.4,69120,4,4,9317
3.6,61778,3,2,10964
2.2,105028,2,2,8799
2.4,194984,4,3,8600
1.4,247895,4,4,3642
1.5,31787,5,4,11964
3.4,135013,4,1,9599
1.5,107093,5,5,10058
4.0,54259,5,1,11914
4.9,247470,5,1,11950
2.2,54120,4,3,14017
2.5,113625,2,5,7627
2.3,235502,5,4,7989
3.6,74760,3,5,13804
2.7,60456,5,4,8490
2.6,224245,4,4,10115
2.2,174830,4,3,2803
4.5,20401,4,2,12091
4.0,173939,3,5,5221
2.3,20373,4,2,9392
1.8,95211,4,3,9495
4.3,18535,4,5,15929
4.9,43125,4,1,11537
3.8,132783,5,3,8544
3.8,230321,5,1,8093
3.7,16043,4,4,10779
2.6,238457,3,5,7230
4.2,86876,3,3,10162
1.6,136217,4,1,5675
4.1,71579,4,2,9768
1.3,52797,4,2,7644
4.4,69825,2,5,9403
4.4,24969,2,5,15300
4.6,65449,3,3,14991
1.9,63287,3,5,8034
1.1,142133,5,2,8557
1.9,166461,4,4,9270
2.0,229663,2,2,3306
3.0,262113,5,1,12257
1.2,112858,3,2,12142
2.3,231726,2,3,8565
3.6,164494,3,2,9210
4.9,273394,3,5,9832
3.7,213223,2,1,6335
2.6,157417,3,4,11651
4.1,148960,4,1,8220
3.9,13653,5,2,12026
4.6,59420,3,3,17311
3.6,57404,4,1,10051
2.8,113910,4,4,5821
3.6,61596,3,1,12468
4.2,134335,2,5,7713
2.2,189950,3,4,4301
3.3,208574,4,3,5328
3.3,145791,4,4,7784
3.1,170691,5,3,7386
3.9,108946,4,5,10621
4.5,192153,2,4,8656
4.1,161441,3,3,11571
5.0,146333,4,1,13073
3.6,39868,5,5,8502
3.5,37419,5,4,10451
1.0,115516,5,2,8989
4.4,137569,2,5,12148
2.0,159763,4,1,7204
2.1,3660,3,5,7926
1.6,157963,3,3,4640
4.7,135927,5,3,10081
2.9,109966,2,5,9300
3.0,225876,5,2,3882
3.5,127296,2,2,12754
1.7,142997,5,2,10440
2.2,239896,2,3,2502
5.0,234330,4,4,9213
4.3,97271,2,1,11054
4.6,153639,4,3,13627
3.0,45542,4,2,11589
3.1,285178,2,3,4796
1.3,218099,4,4,3738
2.1,216885,3,1,5462
4.3,255700,2,1,7886
3.8,14501,4,5,12909
3.7,245945,3,4,6181
4.2,93955,5,2,10020
3.9,109956,5,5,10900
3.8,269598,4,5,11008
1.9,45262,4,5,10694
3.2,198453,3,1,7430
2.4,137364,5,2,11352
2.3,34035,3,3,6019
1.6,138872,5,4,7922
3.0,199431,3,4,9111
3.8,248446,3,3,9231
2.9,17141,5,5,13157
2.1,258,4,1,8894
1.1,143151,2,4,3936
3.2,26126,3,1,13377
4.5,277409,3,5,7851
4.2,174612,5,3,9307
4.7,247365,4,3,6152
4.4,4533,3,1,10209
1.5,185616,2,1,7987
1.3,35764,4,2,8484
1.4,96827,5,2,4763
2.2,103277,5,3,8134
2.5,201185,4,1,2876
3.9,36092,2,4,10778
3.0,64584,2,3,13008
2.0,270098,3,3,2798
3.5,225793,3,4,12884
1.6,276281,4,3,5274
1.1,165941,4,1,10681
4.8,190302,5,1,9493
2.1,59470,3,5,10510
1.9,30403,2,3,10691
2.6,262282,5,5,4454
3.7,56639,5,1,9967
5.0,291457,4,4,5670
4.2,165677,2,4,7386
4.4,76550,5,1,11269
1.2,192701,3,4,8045
2.0,93264,3,3,10234
2.8,156778,4,3,9764
3.2,85397,2,3,9992
3.8,216961,5,4,13960
4.3,190770,2,3,5584
3.5,195620,2,1,9387
1.3,150265,2,3,5394
3.0,292241,3,1,9355
2.4,267260,5,4,3854
1.6,35830,3,2,13483
4.0,240538,3,2,4789
2.4,294864,4,2,6302
1.7,109838,3,2,10503
3.5,13919,3,4,8221
2.7,150220,4,5,10595
4.1,210029,3,2,9599
2.4,14293,2,3,12714
1.0,62764,3,5,5944
4.5,54111,5,5,9317
1.5,54123,2,2,7517
3.7,176021,3,2,7679
4.4,28849,5,2,8523
4.5,158137,5,1,9037
2.1,134833,2,4,8803
3.8,251350,2,3,9873
4.0,93677,4,3,12026
2.8,64595,4,5,11308
4.8,43123,2,4,8937
2.5,226193,5,3,6676
3.2,107244,5,5,12355
4.0,177776,3,2,11144
2.2,28192,3,5,11536
2.1,136973,2,4,8360
1.9,277207,3,3,5955
4.3,226236,4,3,5675
2.7,14820,2,5,8103
3.3,289705,5,4,9005
3.5,96531,3,5,9769
2.5,48350,5,3,9233
2.7,60631,4,3,9487
2.0,265161,2,3,2696
1.6,257128,2,3,4157
1.9,166667,4,4,7666
3.6,220278,5,1,8994
4.9,76461,4,2,11170
3.7,248482,2,1,10530
2.1,218620,4,4,5027
3.5,181039,4,4,9979
1.5,88661,4,3,7426
2.8,198463,3,4,4730
3.4,181413,2,5,6671
2.1,276270,3,4,3374
1.1,56102,2,4,7577
4.1,118008,2,4,10039
3.0,179286,2,2,8914
4.1,37998,2,2,11840
4.1,62510,2,3,12649
4.5,200929,3,3,4881
4.7,280801,5,1,4383
2.2,139324,4,3,12413
2.0,74692,4,2,11106
4.1,183134,5,1,11437
4.2,183204,4,2,11335
3.5,280007,5,4,4799
2.5,282904,2,3,7441
1.9,93072,3,1,11038
3.8,190083,3,3,8298
4.9,41433,5,4,12071
3.8,93843,3,2,11723
2.0,134976,5,5,8000
2.5,213979,2,2,6220
1.5,52251,2,1,4854
2.4,180379,2,4,5292
1.0,80532,5,1,9889
3.2,124627,5,1,7307
3.1,10661,5,5,11686
1.0,249485,4,4,2410
4.0,164064,5,3,9018
3.5,55658,2,5,10486
3.8,161294,5,1,9474
4.1,84199,4,4,12516
4.1,256377,4,5,9672
1.6,107471,5,4,13650
4.4,238626,3,3,11227
1.2,175829,5,3,2000
3.1,171262,4,5,5274
1.8,3626,2,4,8127
4.5,32125,4,4,11557
2.0,177667,4,2,8146
4.8,134289,2,1,10914
1.6,104932,3,1,11601
2.1,215602,4,2,7487
4.4,234156,4,2,9616
3.1,140620,5,4,11187
1.4,47554,5,1,8648
1.5,78352,3,2,8832
2.0,139358,2,3,5412
4.3,59772,3,5,13704
1.8,3893,5,3,11922
1.3,89989,5,2,6400
3.2,94054,4,4,9318
3.0,296953,3,5,5660
2.5,268750,2,4,5225
4.3,59482,5,4,11510
3.7,120799,2,2,7884
1.2,62406,3,2,7951
4.5,113103,5,5,7837
3.0,83334,2,2,6433
2.4,70871,4,4,9482
2.3,26129,5,2,6777
4.3,102569,5,5,12648
2.6,244401,4,2,5711
4.3,105635,5,4,8087
2.7,169493,2,2,11710
1.3,274924,2,4,8301
1.9,247050,5,5,8959
3.7,39194,2,2,9516
4.9,296548,5,5,6069
4.0,136864,3,1,11162
2.4,275082,2,5,8998
3.5,59502,3,5,12409
2.9,220490,4,3,8990
2.8,269946,2,3,5101
2.1,169134,4,5,7417
2.7,111485,5,1,11170
4.2,160087,2,2,12198
3.5,110492,2,4,7390
4.2,212641,5,3,7647
3.8,87632,3,3,13047
4.9,292740,2,3,7445
3.7,273994,2,4,2920
1.2,79956,3,1,4600
4.6,285734,4,4,5685
1.2,248898,5,3,3322
4.9,76963,5,4,8360
1.9,121009,5,4,7679
4.4,134825,3,5,12603
1.5,262785,4,1,3544
2.9,197247,5,4,10155
3.2,10989,3,3,8880
2.5,5654,4,1,13386
3.9,129980,2,3,15200
3.3,144876,2,2,5502
2.8,37950,4,1,9841
2.9,263638,4,3,5327
4.3,269533,3,1,5109
4.6,66042,5,5,12279
2.9,287949,3,3,6941
2.9,41037,5,1,13579
1.4,92636,4,4,13447
1.0,199849,5,4,2903
1.7,214516,2,2,3609
4.4,115090,4,3,7498
1.5,260162,4,1,5796
2.8,135313,2,1,12093
4.0,34117,4,1,12717
1.2,12658,3,1,8346
1.2,242279,3,2,5854
4.6,114536,3,4,10309
1.4,46391,3,1,8572
2.0,248566,5,3,5628
1.6,181412,3,1,8671
4.7,49867,5,1,12702
2.1,84163,4,3,13116
3.8,9028,2,4,14219
3.1,224837,2,4,7803
1.7,272741,3,2,10445
2.1,11243,4,4,12575
3.4,229040,3,4,12719
1.5,40614,5,4,10487
4.5,220900,4,4,9482
1.2,276121,4,3,5477
3.7,237277,4,5,11454
4.2,71375,2,3,11372
4.1,246412,5,1,10571
1.5,181290,2,5,8374
4.3,40940,3,3,8181
4.2,43329,4,1,13133
2.5,293743,3,3,6425
4.1,82053,3,1,8458
2.2,257294,5,2,5054
3.7,150034,5,2,10199
1.3,191037,3,5,8679
1.8,280142,4,3,6197
4.0,106254,3,1,8674
4.6,81932,3,4,8361
3.1,285634,5,5,5987
4.1,136674,5,4,9666
4.4,132647,5,3,9247
1.7,191025,4,2,2279
3.1,173148,5,5,9137
4.0,179279,5,3,9714
4.0,254181,5,4,8916
1.9,61122,3,1,8077
4.5,68346,3,2,11033
1.2,255250,4,2,5295
3.4,208348,3,4,7933
4.9,209799,3,2,8504
1.1,69394,5,5,12212
3.9,57680,5,2,8046
2.5,205117,5,3,2797
4.3,133571,4,2,7228
3.2,268234,5,4,2535
4.5,299643,2,2,5907
1.8,239923,2,1,2000
2.6,196829,4,4,6463
1.8,178676,4,5,4726
2.6,273610,5,4,8927
4.9,156648,3,1,8767
3.7,163285,2,2,7034
2.1,89522,4,4,9709
3.9,108581,4,1,14628
4.7,283694,5,4,5526
3.1,119323,3,3,12213
3.5,155339,5,4,6093
1.2,137349,3,1,3453
2.1,24380,4,1,10912
3.0,217080,3,2,12258
3.9,85557,3,2,14588
1.3,269629,4,5,6107
1.8,145181,2,5,8296
3.3,90330,4,1,13493
3.6,256231,5,4,3175
3.7,13890,2,2,11322
4.5,121994,3,4,9860
3.0,266849,2,1,9163
4.5,176305,2,3,6873
1.5,205644,4,3,4087
3.8,34397,5,5,9012
4.4,227033,2,2,9559
2.9,66372,5,1,12272
2.8,134013,4,2,9319
2.9,16101,3,1,12277
4.8,123902,4,3,12821
1.9,155611,5,4,7887
4.7,52621,5,4,10247
4.8,153087,3,4,10738
3.8,269067,5,4,6318
3.1,183688,2,4,4726
1.6,276274,2,3,5874
1.6,257336,2,2,4453
1.8,157223,4,1,7855
4.8,289527,5,2,3109
2.2,6182,2,5,12176
2.7,256882,2,3,2000
3.0,238677,3,1,8226
2.0,287901,4,1,4441
4.6,257247,5,3,12455
4.3,257942,4,1,5341
1.6,28385,4,4,6432
1.0,12895,3,5,5442
3.2,107935,2,1,6041
2.2,79517,5,1,7809
1.5,108240,2,2,8735
4.6,203455,3,3,11530
4.2,28401,3,2,10431
3.7,32883,5,1,11342
2.8,104526,3,1,9809
2.7,55110,3,3,12597
1.8,291061,2,5,5178
2.1,191481,2,2,4770
2.7,220699,3,5,3886
3.8,66874,5,5,13162
5.0,51399,3,3,10772
4.9,147964,5,5,12040
3.3,159806,4,4,12503
2.7,165728,3,1,10785
2.8,162348,4,1,6453
5.0,209293,4,4,6914
2.1,139597,4,1,8508
2.0,128629,5,5,9727
3.4,158797,2,1,10624
4.6,28189,3,2,16236
3.8,122293,3,2,9854
3.6,106969,5,2,8460
1.1,82363,5,4,6852
3.6,138770,2,5,9824
3.1,9387,4,2,14412
4.0,123385,2,1,11432
3.3,189813,4,3,9203
1.9,219232,2,5,7215
3.7,282010,3,5,9059
1.3,142319,2,2,4353
3.7,234455,3,2,5510
1.8,209016,4,1,8619
4.8,220206,2,4,5095
3.5,46403,5,1,15771
2.0,282627,5,2,5747
4.9,241911,3,4,7161
1.6,70731,4,2,6085
4.2,149891,5,4,12802
3.8,28024,4,4,11139
2.3,262483,3,3,11550
4.0,222972,4,3,8840
1.2,212121,4,5,4057
2.7,135483,2,3,6190
3.1,14689,5,4,10306
3.7,135789,2,2,11084
4.9,217570,3,2,8448
1.2,237661,4,2,2446
3.1,43735,3,5,13225
2.7,198182,2,1,8836
1.9,6014,3,1,11279
4.6,80761,5,1,11284
3.1,263013,3,4,5439
1.5,53852,5,2,6922
4.1,98804,5,1,10323
2.6,256309,3,1,6673
1.7,278530,5,4,3229
4.5,64826,2,3,10403
4.2,37658,2,3,14046
2.2,221125,3,2,3377
2.8,124602,2,3,10507
4.3,243563,2,1,11528
2.3,75192,4,4,11996
4.1,253573,2,2,7528
4.3,9556,5,5,10508
4.5,277552,4,2,6648
4.9,263857,4,1,7022
4.4,152396,3,2,9652
1.3,417,2,3,12991
4.1,267861,3,5,7042
3.1,79337,2,2,12113
1.2,81363,3,4,8772
1.8,245544,3,5,3189
4.3,124584,2,2,10708
4.6,10046,4,4,17899
4.8,224603,2,3,13507
2.1,98089,4,5,6538
3.7,213273,4,4,9634
1.3,222606,4,2,5947
2.8,205898,5,1,6482
3.0,56812,2,3,6863
1.1,234060,2,1,4718
4.6,117063,2,4,7858
2.4,289394,2,2,8012
1.2,285865,3,3,2000
1.5,286397,4,5,3072
2.7,64560,5,2,6708
3.0,266090,4,4,5378
1.3,264067,4,2,5318
3.6,266145,2,4,2977
4.1,181750,5,3,10465
3.8,124980,5,2,10800
4.9,25650,5,5,13887
2.9,37097,2,2,13558
1.0,92396,4,4,11852
4.5,80366,2,5,8992
4.3,293131,5,1,9537
4.9,8618,4,4,11627
2.8,295693,5,5,3086
4.8,225791,5,3,6284
1.7,174677,5,5,6806
4.2,293230,4,4,10435
1.8,4457,2,1,13510
3.3,287953,3,4,9940
3.4,226521,2,1,7869
4.6,28687,2,2,13226
3.8,246743,2,5,4765
2.9,9200,2,3,12616
4.2,99801,3,4,13303
2.4,254910,2,3,11801
1.8,281531,4,1,2969
3.6,63178,3,4,7936
2.4,172244,5,3,7155
3.3,281184,4,5,6976
1.8,284282,3,4,5214
1.7,72721,4,5,6445
2.5,139526,3,1,10409
1.9,176656,3,4,3966
2.9,161128,5,4,9777
3.8,44190,2,3,11116
1.8,219160,2,5,9216
2.4,145451,5,4,6990
3.1,218996,4,4,6220
3.9,144713,3,5,10905
3.9,63998,2,1,10220
1.3,76365,5,4,6572
2.7,1017,5,4,7379
2.3,164717,4,3,8505
4.0,197012,4,1,8759
4.0,58491,5,3,7830
2.8,140833,5,1,12383
3.7,94565,4,5,14508
2.3,118731,2,4,9125
1.3,268371,4,3,2000
1.7,216687,5,3,8366
4.8,133831,2,1,10423
3.3,258231,4,2,7635
2.5,194132,2,3,8217
3.1,69323,3,4,10213
1.8,221431,5,3,6671
3.6,45594,2,2,10688
4.4,234437,2,1,7911
3.3,157592,5,5,11048
1.1,89812,3,2,9103
3.9,91711,4,4,12765
1.9,228508,3,3,4529
2.8,57633,4,1,8047
3.3,224391,2,5,9212
2.2,140815,4,2,5583
4.3,161994,5,3,13060
3.4,179450,4,1,10711
2.4,97270,4,5,14054
3.3,190197,3,1,13396
3.2,115023,3,4,9499
1.5,431,2,4,9491
2.8,25432,4,5,9091
2.8,223989,3,4,4520
1.3,236894,3,4,5462
2.1,222732,4,1,7745
2.6,79562,2,5,8708
4.6,113743,4,4,7725
3.2,186095,4,1,8878
4.8,162020,2,4,9259
1.3,57078,3,4,7958
2.7,170136,3,4,10997
3.8,133838,5,5,7023
1.3,203620,4,3,11127
3.4,206247,2,4,8275
3.2,143684,3,5,13326
4.6,154124,3,4,6817
2.1,256895,3,3,10862
4.2,90587,5,5,9288
3.5,205604,2,2,12087
3.3,19717,5,2,8805
3.9,199971,2,4,9500
2.6,134814,2,3,7603
1.1,105450,4,1,8491
4.5,99134,2,5,12817
4.4,60072,3,2,13298
2.0,26122,5,1,8577
1.4,171673,5,5,5066
3.6,101716,2,5,6665
3.3,274790,2,2,4004
1.3,143904,4,2,11421
4.7,77848,2,3,11743
2.6,30363,2,1,15292
4.3,64193,4,2,12116
1.3,252079,3,3,4058
1.0,167685,3,1,10246
4.4,289041,5,2,6919
4.1,99815,3,3,7703
1.3,54865,3,1,10402
3.7,107030,3,5,12959
1.8,106111,2,3,9977
2.4,166039,5,3,8079
3.6,239207,4,1,8015
2.8,156582,3,3,7568
2.9,44446,4,5,12811
4.2,44358,4,2,14312
3.3,130966,2,5,10280
3.2,60721,5,1,11285
2.2,55505,4,2,8589
3.3,100102,5,3,10497
2.5,296835,2,4,6963
2.7,122151,2,4,7656
1.1,237773,5,1,2000
1.2,147992,4,5,7240
4.9,107186,3,4,12356
4.1,142965,2,1,11040
4.4,198986,3,2,8920
3.6,33673,5,3,10526
2.6,210969,4,2,7980
1.9,233275,5,2,8534
4.5,187138,5,5,15257
1.2,246762,2,4,7764
3.6,10828,5,2,14383
1.1,140753,4,5,4184
4.6,102606,3,2,6947
1.5,30953,4,3,4980
2.5,22296,4,3,9154
3.7,284414,5,1,6311
4.7,204160,5,1,13016
2.1,2556,3,4,8648
4.8,67091,3,1,14458
3.7,51997,4,2,13360
1.0,6390,5,4,8372
2.0,45081,5,3,9098
4.7,147790,4,5,12544
3.6,52344,2,4,15753
2.7,41577,3,5,9868
4.2,12478,3,4,14950
2.0,285470,2,2,2000
1.5,72356,2,5,7452
3.1,287,4,3,14794
1.6,225565,4,3,2388
2.0,259783,5,4,2704
2.2,122858,3,4,9142
1.3,116174,4,2,8476
4.7,71925,3,1,11961
2.3,193499,3,5,6830
2.5,77777,3,4,11444
2.8,27807,3,4,9543
3.8,257726,4,2,3745
3.7,168222,2,3,8335
1.6,92903,3,1,7841
3.8,147004,4,2,6259
4.2,163947,5,4,6021
2.8,17614,4,4,9947
2.4,22158,2,2,7856
1.2,122890,5,1,11342
2.8,22497,5,1,10050
2.8,101331,4,4,8473
1.4,286903,5,3,6061
2.6,148675,2,2,11226
3.1,64922,5,5,11501
2.7,218024,5,3,3339
1.4,52300,4,2,7754
2.4,194995,5,2,7100
2.1,28961,3,3,9120
1.1,197972,2,5,4240
3.8,148702,3,2,11525
3.6,210863,2,3,11782
3.0,9696,3,3,13206
3.5,7642,3,2,13147
2.4,269645,2,5,3007
2.6,166170,2,1,11976
4.5,226146,3,2,10577
4.1,195173,3,2,10696
3.6,53294,5,3,16134
3.8,224808,2,1,10203
1.7,281685,2,1,8066
1.2,68512,5,4,5929
3.5,52291,5,1,6854
3.3,196445,5,4,4971
3.5,167344,5,4,13453
3.5,198438,2,2,6631
2.8,229661,3,3,5306
2.4,297379,3,3,6752
2.3,278965,5,3,8620
1.1,275055,3,4,4398
1.8,221746,5,1,7665
4.2,11815,3,4,11863
1.9,128071,5,5,7338
2.6,262975,2,4,3940
1.3,140723,5,2,4585
2.3,123501,3,3,10229
3.9,27837,3,1,13943
4.7,147698,5,2,14146
4.9,52585,3,1,13648
1.4,96572,5,2,9868
1.7,147888,3,3,9142
3.9,110369,5,5,13492
2.9,272485,2,5,3150
2.7,209173,2,3,9516
4.9,118274,4,4,9634
2.2,1041,5,1,6279
3.2,122492,2,4,13250
1.0,210034,3,1,8899
3.1,293052,2,5,2538
4.2,259756,4,3,8704
3.1,115892,3,2,9082
3.6,218266,2,3,11034
1.2,39758,5,1,8104
4.5,250587,3,1,11588
1.2,44471,2,3,7910
4.9,166952,2,1,9260
2.2,10108,4,4,14597
3.7,15553,4,1,9788
2.3,15806,3,2,10383
3.1,237836,3,4,8743
4.4,38760,3,1,9824
2.5,235829,2,5,2483
3.6,112036,5,3,13359
1.2,179225,3,1,3515
5.0,184009,3,4,6419
3.0,109459,2,1,9810
1.7,259907,4,1,2601
4.0,172141,2,3,8657
2.1,263903,4,5,6921
1.3,120586,3,1,11588
3.7,40026,2,4,11499
2.6,202786,5,1,5344
3.7,215331,2,3,9893
4.4,281565,5,2,5868
2.1,89465,2,4,10510
2.7,281578,5,4,4768
4.1,275857,2,4,3582
3.7,107718,5,1,6545
4.9,133488,5,4,9430
3.2,206720,5,3,7865
4.8,173090,3,3,13838
4.9,52477,2,1,11950
1.4,4487,4,2,7810
4.0,58993,4,5,13220
1.3,252075,3,4,8158
3.6,193006,3,2,10339
4.3,76879,5,4,15662
1.8,225885,3,1,4482
2.3,117992,2,5,6840
1.5,75593,2,3,7188
2.9,245361,3,5,8392
3.3,136132,2,1,10977
1.7,112756,2,1,6844
4.4,19401,2,4,8111
2.3,120919,5,2,9381
2.3,248883,2,4,9722
3.9,38664,3,1,10026
1.7,264213,4,4,5015
4.6,235553,2,3,9188
2.0,93540,5,2,12329
3.6,277052,4,4,9358
3.3,8157,3,5,13836
1.2,112578,3,4,4648
2.7,42069,2,1,9258
3.4,285877,5,2,5282
3.9,61962,4,3,7060
2.7,11720,4,2,9565
1.8,122118,5,4,7057
3.4,160040,3,1,9299
4.9,127507,3,5,11849
1.5,181314,4,1,2873
4.2,298164,4,2,4136
4.7,42193,2,2,10456
4.4,26805,2,5,11563
1.7,48457,2,2,5830
4.1,98065,2,3,9338
3.9,120794,3,3,7784
3.2,54221,5,2,11915
1.5,283042,3,1,6039
2.6,1430,5,4,12871
1.5,1588,3,4,12068
3.4,45283,4,3,13194
2.8,111967,2,1,13560
2.1,281662,4,2,9166
4.7,20173,3,3,9896
1.7,239501,5,3,7309
4.3,84801,4,1,13503
4.6,188992,4,1,8920
2.0,199482,2,4,5010
2.8,38770,3,1,9124
2.6,130929,3,4,7581
3.6,159695,5,1,11506
2.4,99479,2,2,6510
4.1,253999,5,2,3720
3.0,287796,2,1,2000
4.7,148342,3,1,13433
1.0,256297,4,3,5274
1.4,194929,5,1,3101
2.3,46417,2,1,9071
1.8,242383,3,1,4352
1.1,178375,5,2,5032
2.4,71138,5,1,5377
1.9,270910,3,1,3381
2.4,123282,5,1,11634
2.7,93897,3,1,7522
2.9,196124,2,4,8177
4.1,226037,3,1,9079
